醫事機構代碼,成人口罩總剩餘數,兒童口罩剩餘數,來源資料時間
5917020346,0,42,2020/02/10 18:00:38
5917020373,0,34,2020/02/10 18:00:38
5917020417,0,50,2020/02/10 18:00:38
5917021549,2,24,2020/02/10 18:00:38
5917021629,0,76,2020/02/10 18:00:38
5917021656,0,10,2020/02/10 18:00:38
5917021718,0,30,2020/02/10 18:00:38
5917030066,0,64,2020/02/10 18:00:38
5917030100,0,50,2020/02/10 18:00:38
5917030128,0,72,2020/02/10 18:00:38
5917030146,0,112,2020/02/10 18:00:38
5917030226,4,76,2020/02/10 18:00:38
5917030262,0,46,2020/02/10 18:00:38
5917030271,0,62,2020/02/10 18:00:38
5917030280,4,110,2020/02/10 18:00:38
5917030388,0,92,2020/02/10 18:00:38
5917030477,16,90,2020/02/10 18:00:38
5917030520,16,70,2020/02/10 18:00:38
5917030600,20,48,2020/02/10 18:00:38
5917030646,0,90,2020/02/10 18:00:38
5917030726,78,124,2020/02/10 18:00:38
5917030842,0,44,2020/02/10 18:00:38
5917030860,4,108,2020/02/10 18:00:38
5917030995,64,102,2020/02/10 18:00:38
5917032220,0,70,2020/02/10 18:00:38
5917032293,2,22,2020/02/10 18:00:38
5917032382,50,186,2020/02/10 18:00:38
5917032462,1,74,2020/02/10 18:00:38
5917032471,42,110,2020/02/10 18:00:38
5917032515,32,92,2020/02/10 18:00:38
5917032551,6,48,2020/02/10 18:00:38
5917032613,0,44,2020/02/10 18:00:38
5917032640,0,54,2020/02/10 18:00:38
5917032720,82,60,2020/02/10 18:00:38
5917032739,0,42,2020/02/10 18:00:38
5917032775,0,26,2020/02/10 18:00:38
5917032800,0,30,2020/02/10 18:00:38
5917032891,0,80,2020/02/10 18:00:38
5917032908,0,28,2020/02/10 18:00:38
5917040099,0,18,2020/02/10 18:00:38
5917040106,0,79,2020/02/10 18:00:38
5917040124,0,80,2020/02/10 18:00:38
5917040151,0,8,2020/02/10 18:00:38
5917040222,0,2,2020/02/10 18:00:38
5917040302,6,58,2020/02/10 18:00:38
5917040366,0,56,2020/02/10 18:00:38
5917040393,0,8,2020/02/10 18:00:38
5917040464,0,32,2020/02/10 18:00:38
5917041694,0,48,2020/02/10 18:00:38
5917041756,0,42,2020/02/10 18:00:38
5917041818,0,52,2020/02/10 18:00:38
5917041836,0,14,2020/02/10 18:00:38
5917041863,0,30,2020/02/10 18:00:38
5917050424,0,82,2020/02/10 18:00:38
5917050433,4,114,2020/02/10 18:00:38
5917050577,0,30,2020/02/10 18:00:38
5917050586,0,56,2020/02/10 18:00:38
5917050666,0,46,2020/02/10 18:00:38
5917050719,162,156,2020/02/10 18:00:38
5917050826,0,54,2020/02/10 18:00:38
5917050880,0,28,2020/02/10 18:00:38
5917050933,0,104,2020/02/10 18:00:38
5917050997,0,74,2020/02/10 18:00:38
5917051010,0,22,2020/02/10 18:00:38
5917051056,2,94,2020/02/10 18:00:38
5917051396,0,146,2020/02/10 18:00:38
5917051449,0,64,2020/02/10 18:00:38
5917052713,0,28,2020/02/10 18:00:38
5917052928,0,60,2020/02/10 18:00:38
5917052955,18,80,2020/02/10 18:00:38
5917053078,26,10,2020/02/10 18:00:38
5917053103,0,54,2020/02/10 18:00:38
5917053327,200,88,2020/02/10 18:00:38
5917053345,2,3,2020/02/10 18:00:38
5917053461,0,44,2020/02/10 18:00:38
5917053514,0,58,2020/02/10 18:00:38
5917053550,0,80,2020/02/10 18:00:38
5917053621,0,38,2020/02/10 18:00:38
5917053649,0,92,2020/02/10 18:00:38
5917053756,3,82,2020/02/10 18:00:38
5917060064,102,42,2020/02/10 18:00:38
5917060108,6,24,2020/02/10 18:00:38
5917060204,0,38,2020/02/10 18:00:38
5917060322,0,42,2020/02/10 18:00:38
5917060359,0,56,2020/02/10 18:00:38
5917060644,0,62,2020/02/10 18:00:38
5917061061,170,76,2020/02/10 18:00:38
5917061150,0,70,2020/02/10 18:00:38
5917062353,6,14,2020/02/10 18:00:38
5917062406,0,68,2020/02/10 18:00:38
5917062531,8,12,2020/02/10 18:00:38
5917062586,46,64,2020/02/10 18:00:38
5917062620,6,32,2020/02/10 18:00:38
5917062773,0,26,2020/02/10 18:00:38
5917062988,4,48,2020/02/10 18:00:38
5917063038,4,0,2020/02/10 18:00:38
5917063065,0,8,2020/02/10 18:00:38
5917063163,2,24,2020/02/10 18:00:38
5917063332,0,32,2020/02/10 18:00:38
5917063350,2,48,2020/02/10 18:00:38
5917063387,0,80,2020/02/10 18:00:38
5917063403,2,22,2020/02/10 18:00:38
5917063609,4,70,2020/02/10 18:00:38
5917063681,0,18,2020/02/10 18:00:38
5917063725,0,24,2020/02/10 18:00:38
5917063869,0,26,2020/02/10 18:00:38
5917063896,0,42,2020/02/10 18:00:38
5917063921,6,96,2020/02/10 18:00:38
5917070060,6,22,2020/02/10 18:00:38
5917070088,64,0,2020/02/10 18:00:38
5917070186,4,0,2020/02/10 18:00:38
5917070248,80,126,2020/02/10 18:00:38
5917070275,0,86,2020/02/10 18:00:38
5917070346,0,34,2020/02/10 18:00:38
5917070355,80,18,2020/02/10 18:00:38
5917070382,0,18,2020/02/10 18:00:38
5917070417,0,88,2020/02/10 18:00:38
5917070462,0,8,2020/02/10 18:00:38
5917070515,0,82,2020/02/10 18:00:38
5917070659,200,50,2020/02/10 18:00:38
5917070677,0,4,2020/02/10 18:00:38
5917071727,12,32,2020/02/10 18:00:38
5917071736,2,36,2020/02/10 18:00:38
5917071781,0,54,2020/02/10 18:00:38
5917071996,7,18,2020/02/10 18:00:38
5917072126,0,14,2020/02/10 18:00:38
5917072206,0,67,2020/02/10 18:00:38
5917072242,0,34,2020/02/10 18:00:38
5917072251,193,68,2020/02/10 18:00:38
5917072313,0,10,2020/02/10 18:00:38
5917072564,0,46,2020/02/10 18:00:38
5917072577,0,30,2020/02/10 18:00:38
5917072582,0,14,2020/02/10 18:00:38
5917072608,2,40,2020/02/10 18:00:38
5917072644,0,30,2020/02/10 18:00:38
5917072699,0,50,2020/02/10 18:00:38
5917072724,0,36,2020/02/10 18:00:38
5917080119,4,2,2020/02/10 18:00:38
5917080137,0,12,2020/02/10 18:00:38
5917080262,0,34,2020/02/10 18:00:38
5917080342,0,38,2020/02/10 18:00:38
5917080379,0,62,2020/02/10 18:00:38
5917080388,0,22,2020/02/10 18:00:38
5917080413,12,136,2020/02/10 18:00:38
5917080548,0,34,2020/02/10 18:00:38
5917080593,0,32,2020/02/10 18:00:38
5917080619,0,36,2020/02/10 18:00:38
5917080637,0,34,2020/02/10 18:00:38
5917080744,0,22,2020/02/10 18:00:38
5917080762,4,126,2020/02/10 18:00:38
5917080771,0,94,2020/02/10 18:00:38
5917080780,0,22,2020/02/10 18:00:38
5917080888,0,62,2020/02/10 18:00:38
5917081170,0,56,2020/02/10 18:00:38
5917081214,0,44,2020/02/10 18:00:38
5917082300,0,30,2020/02/10 18:00:38
5917082364,4,54,2020/02/10 18:00:38
5917082444,0,24,2020/02/10 18:00:38
5917082604,0,44,2020/02/10 18:00:38
5917082659,0,66,2020/02/10 18:00:38
5917082800,0,22,2020/02/10 18:00:38
5917082882,0,40,2020/02/10 18:00:38
5917082908,0,40,2020/02/10 18:00:38
5917082999,0,72,2020/02/10 18:00:38
5917083021,12,92,2020/02/10 18:00:38
5917083049,2,26,2020/02/10 18:00:38
5917083058,0,54,2020/02/10 18:00:38
5917083076,2,12,2020/02/10 18:00:38
5917083085,0,18,2020/02/10 18:00:38
5917083101,0,14,2020/02/10 18:00:38
5917083129,0,32,2020/02/10 18:00:38
5917083209,12,0,2020/02/10 18:00:38
5917083254,46,122,2020/02/10 18:00:38
5917083272,0,52,2020/02/10 18:00:38
5917083316,4,0,2020/02/10 18:00:38
5917083334,10,24,2020/02/10 18:00:38
5917083343,0,32,2020/02/10 18:00:38
5921010072,16,104,2020/02/10 18:00:38
5921010107,18,68,2020/02/10 18:00:38
5921010143,0,70,2020/02/10 18:00:38
5921010152,2,60,2020/02/10 18:00:38
5921010161,36,64,2020/02/10 18:00:38
5921010205,23,141,2020/02/10 18:00:38
5921010223,1,110,2020/02/10 18:00:38
5921010232,1,126,2020/02/10 18:00:38
5921010250,4,84,2020/02/10 18:00:38
5921010303,0,66,2020/02/10 18:00:38
5921010410,208,164,2020/02/10 18:00:38
5921010429,0,44,2020/02/10 18:00:38
5921010447,26,96,2020/02/10 18:00:38
5921010625,0,68,2020/02/10 18:00:38
5921010652,0,36,2020/02/10 18:00:38
5921010661,8,62,2020/02/10 18:00:38
5921010689,2,86,2020/02/10 18:00:38
5921010705,0,18,2020/02/10 18:00:38
5921010778,0,74,2020/02/10 18:00:38
5921010947,17,77,2020/02/10 18:00:38
5921010992,0,56,2020/02/10 18:00:38
5921012049,0,48,2020/02/10 18:00:38
5921012085,0,20,2020/02/10 18:00:38
5921012094,26,36,2020/02/10 18:00:38
5921012281,207,92,2020/02/10 18:00:38
5921012325,0,60,2020/02/10 18:00:38
5921012334,0,60,2020/02/10 18:00:38
5921012361,32,26,2020/02/10 18:00:38
5921012398,0,6,2020/02/10 18:00:38
5921012496,2,68,2020/02/10 18:00:38
5921012530,12,36,2020/02/10 18:00:38
5921012683,0,40,2020/02/10 18:00:38
5921012781,74,100,2020/02/10 18:00:38
5921012852,2,88,2020/02/10 18:00:38
5921012861,1,19,2020/02/10 18:00:38
5921012870,42,76,2020/02/10 18:00:38
5921013073,0,40,2020/02/10 18:00:38
5921013117,66,106,2020/02/10 18:00:38
5921013206,0,152,2020/02/10 18:00:38
5921020096,0,12,2020/02/10 18:00:38
5921020112,0,60,2020/02/10 18:00:38
5921020130,0,16,2020/02/10 18:00:38
5921020149,0,6,2020/02/10 18:00:38
5921020167,0,30,2020/02/10 18:00:38
5921020185,0,34,2020/02/10 18:00:38
5921020194,0,64,2020/02/10 18:00:38
5921020201,0,46,2020/02/10 18:00:38
5921020210,198,132,2020/02/10 18:00:38
5921020256,2,114,2020/02/10 18:00:38
5921020345,0,26,2020/02/10 18:00:38
5921020425,0,104,2020/02/10 18:00:38
5921020470,3,78,2020/02/10 18:00:38
5921020489,0,28,2020/02/10 18:00:38
5921021502,0,94,2020/02/10 18:00:38
5921021566,1,100,2020/02/10 18:00:38
5921021584,1,34,2020/02/10 18:00:38
5921021637,1,102,2020/02/10 18:00:38
5921021708,57,168,2020/02/10 18:00:38
5921021780,228,214,2020/02/10 18:00:38
5921021815,1,26,2020/02/10 18:00:38
5921021833,0,35,2020/02/10 18:00:38
5921021851,0,58,2020/02/10 18:00:38
5921030074,4,89,2020/02/10 18:00:38
5921030092,6,26,2020/02/10 18:00:38
5921030118,0,16,2020/02/10 18:00:38
5921030127,0,34,2020/02/10 18:00:38
5921030136,96,154,2020/02/10 18:00:38
5921030234,0,100,2020/02/10 18:00:38
5921030289,198,168,2020/02/10 18:00:38
5921032069,3,36,2020/02/10 18:00:38
5921032185,0,44,2020/02/10 18:00:38
5921040169,2,60,2020/02/10 18:00:38
5921040212,50,62,2020/02/10 18:00:38
5921040221,0,70,2020/02/10 18:00:38
5921040276,0,56,2020/02/10 18:00:38
5921040294,36,106,2020/02/10 18:00:38
5921040301,74,54,2020/02/10 18:00:38
5921040409,10,40,2020/02/10 18:00:38
5921040436,6,30,2020/02/10 18:00:38
5921040481,4,42,2020/02/10 18:00:38
5921040623,0,84,2020/02/10 18:00:38
5921040678,0,58,2020/02/10 18:00:38
5921040749,0,152,2020/02/10 18:00:38
5921041826,38,24,2020/02/10 18:00:38
5921041835,50,52,2020/02/10 18:00:38
5921041871,82,56,2020/02/10 18:00:38
5921041915,2,52,2020/02/10 18:00:38
5921041924,54,94,2020/02/10 18:00:38
5921041960,30,64,2020/02/10 18:00:38
5921041979,18,2,2020/02/10 18:00:38
5921042038,0,70,2020/02/10 18:00:38
5921042074,19,54,2020/02/10 18:00:38
5921042118,0,142,2020/02/10 18:00:38
5921042145,14,164,2020/02/10 18:00:38
5921042243,0,74,2020/02/10 18:00:38
5921042252,20,68,2020/02/10 18:00:38
5921042261,1,66,2020/02/10 18:00:38
5921042289,2,16,2020/02/10 18:00:38
5921050076,0,137,2020/02/10 18:00:38
5921050094,10,118,2020/02/10 18:00:38
5921050138,26,86,2020/02/10 18:00:38
5921050174,0,86,2020/02/10 18:00:38
5921050227,2,64,2020/02/10 18:00:38
5921050245,818,282,2020/02/10 18:00:38
5921050370,0,22,2020/02/10 18:00:38
5921050423,138,160,2020/02/10 18:00:38
5921050441,4,116,2020/02/10 18:00:38
5921050469,104,132,2020/02/10 18:00:38
5921051537,0,112,2020/02/10 18:00:38
5921051582,0,64,2020/02/10 18:00:38
5921051608,40,84,2020/02/10 18:00:38
5921051617,40,126,2020/02/10 18:00:38
5921051656,181,118,2020/02/10 18:00:38
5921060072,0,8,2020/02/10 18:00:38
5921060107,0,22,2020/02/10 18:00:38
5921060116,2,0,2020/02/10 18:00:38
5921060143,152,48,2020/02/10 18:00:38
5921060152,0,70,2020/02/10 18:00:38
5921060170,0,2,2020/02/10 18:00:38
5921060198,0,56,2020/02/10 18:00:38
5921060205,0,14,2020/02/10 18:00:38
5921060214,0,4,2020/02/10 18:00:38
5921060223,0,40,2020/02/10 18:00:38
5921060358,0,28,2020/02/10 18:00:38
5921060385,0,50,2020/02/10 18:00:38
5921060394,0,48,2020/02/10 18:00:38
5921061542,0,10,2020/02/10 18:00:38
5921061560,81,54,2020/02/10 18:00:38
5921061588,0,140,2020/02/10 18:00:38
5921061668,0,44,2020/02/10 18:00:38
5921061711,0,12,2020/02/10 18:00:38
5921061720,7,4,2020/02/10 18:00:38
5921061757,1,34,2020/02/10 18:00:38
5921061781,165,135,2020/02/10 18:00:38
5921070041,2,60,2020/02/10 18:00:38
5921071226,0,34,2020/02/10 18:00:38
5921071235,1,87,2020/02/10 18:00:38
5921071244,2,56,2020/02/10 18:00:38
5921071271,10,44,2020/02/10 18:00:38
5921071333,0,58,2020/02/10 18:00:38
5921071342,0,80,2020/02/10 18:00:38
5921071360,0,30,2020/02/10 18:00:38
5921080010,14,102,2020/02/10 18:00:38
5922010147,0,49,2020/02/10 18:00:38
5922010218,22,94,2020/02/10 18:00:38
5922010263,0,14,2020/02/10 18:00:38
5922010272,8,110,2020/02/10 18:00:38
5922010281,0,154,2020/02/10 18:00:38
5922010361,244,132,2020/02/10 18:00:38
5922010405,0,40,2020/02/10 18:00:38
5922010441,0,150,2020/02/10 18:00:38
5922010496,4,158,2020/02/10 18:00:38
5922010512,0,60,2020/02/10 18:00:38
5922010683,6,70,2020/02/10 18:00:38
5922010718,0,16,2020/02/10 18:00:38
5922010736,2,30,2020/02/10 18:00:38
5922010754,0,2,2020/02/10 18:00:38
5922011877,32,76,2020/02/10 18:00:38
5922011966,54,136,2020/02/10 18:00:38
5922012025,4,110,2020/02/10 18:00:38
5922012061,0,110,2020/02/10 18:00:38
5922012178,110,110,2020/02/10 18:00:38
5922012285,0,26,2020/02/10 18:00:38
5922012365,8,78,2020/02/10 18:00:38
5922012383,0,28,2020/02/10 18:00:38
5922012392,1,46,2020/02/10 18:00:38
5922012418,0,179,2020/02/10 18:00:38
5922012552,0,66,2020/02/10 18:00:38
5922012632,52,173,2020/02/10 18:00:38
5922012669,0,2,2020/02/10 18:00:38
5922012712,0,32,2020/02/10 18:00:38
5922012721,1,41,2020/02/10 18:00:38
5922012909,0,68,2020/02/10 18:00:38
5922012945,1,124,2020/02/10 18:00:38
5922012954,58,142,2020/02/10 18:00:38
5922012972,2,26,2020/02/10 18:00:38
5922013013,0,76,2020/02/10 18:00:38
5922013022,0,14,2020/02/10 18:00:38
5922013031,14,62,2020/02/10 18:00:38
5922013040,0,2,2020/02/10 18:00:38
5922013059,0,4,2020/02/10 18:00:38
5922013077,122,46,2020/02/10 18:00:38
5922013086,0,24,2020/02/10 18:00:38
5922020063,0,2,2020/02/10 18:00:38
5922020116,0,6,2020/02/10 18:00:38
5922020125,0,48,2020/02/10 18:00:38
5922020205,0,30,2020/02/10 18:00:38
5922020303,8,26,2020/02/10 18:00:38
5922020349,0,70,2020/02/10 18:00:38
5922020358,20,92,2020/02/10 18:00:38
5922020376,0,129,2020/02/10 18:00:38
5922020483,0,89,2020/02/10 18:00:38
5922020518,0,34,2020/02/10 18:00:38
5922020527,1,68,2020/02/10 18:00:38
5922020563,0,70,2020/02/10 18:00:38
5922020581,66,173,2020/02/10 18:00:38
5922020634,0,128,2020/02/10 18:00:38
5922020643,0,8,2020/02/10 18:00:38
5922020652,0,6,2020/02/10 18:00:38
5922020661,0,26,2020/02/10 18:00:38
5922020689,14,60,2020/02/10 18:00:38
5922020732,2,6,2020/02/10 18:00:38
5922020769,0,38,2020/02/10 18:00:38
5922020796,0,74,2020/02/10 18:00:38
5922020812,0,71,2020/02/10 18:00:38
5922020821,4,36,2020/02/10 18:00:38
5922020849,0,28,2020/02/10 18:00:38
5922020858,0,38,2020/02/10 18:00:38
5922020867,1,24,2020/02/10 18:00:38
5922020885,122,120,2020/02/10 18:00:38
5922020894,0,50,2020/02/10 18:00:38
5922020901,4,36,2020/02/10 18:00:38
5922028578,75,34,2020/02/10 18:00:38
5922028783,4,42,2020/02/10 18:00:38
5922028827,6,22,2020/02/10 18:00:38
5922028863,0,32,2020/02/10 18:00:38
5922028881,0,22,2020/02/10 18:00:38
5922028925,24,70,2020/02/10 18:00:38
592202A241,14,98,2020/02/10 18:00:38
592202A296,0,70,2020/02/10 18:00:38
592202A330,166,126,2020/02/10 18:00:38
592202A349,0,36,2020/02/10 18:00:38
592202A358,0,39,2020/02/10 18:00:38
592202A465,2,47,2020/02/10 18:00:38
592202A518,2,0,2020/02/10 18:00:38
5931010011,2,24,2020/02/10 18:00:38
5931010066,4,0,2020/02/10 18:00:38
5931010217,2,2,2020/02/10 18:00:38
5931010306,1,42,2020/02/10 18:00:38
5931010315,0,14,2020/02/10 18:00:38
5931010397,4,34,2020/02/10 18:00:38
5931010459,0,20,2020/02/10 18:00:38
5931010477,0,2,2020/02/10 18:00:38
5931010646,4,22,2020/02/10 18:00:38
5931010708,2,16,2020/02/10 18:00:38
5931010726,0,26,2020/02/10 18:00:38
5931010842,0,6,2020/02/10 18:00:38
5931010888,0,2,2020/02/10 18:00:38
5931010977,8,30,2020/02/10 18:00:38
5931011009,8,46,2020/02/10 18:00:38
5931011045,0,32,2020/02/10 18:00:38
5931011054,1,32,2020/02/10 18:00:38
5931011107,0,18,2020/02/10 18:00:38
5931011152,0,2,2020/02/10 18:00:38
5931011161,2,23,2020/02/10 18:00:38
5931011223,0,28,2020/02/10 18:00:38
5931011241,8,84,2020/02/10 18:00:38
5931011250,2,24,2020/02/10 18:00:38
5931011330,0,4,2020/02/10 18:00:38
5931011376,0,2,2020/02/10 18:00:38
5931011438,0,44,2020/02/10 18:00:38
5931011447,0,36,2020/02/10 18:00:38
5931011938,0,20,2020/02/10 18:00:38
5931011947,0,6,2020/02/10 18:00:38
5931012051,16,40,2020/02/10 18:00:38
5931012060,0,8,2020/02/10 18:00:38
5931012140,6,10,2020/02/10 18:00:38
5931012239,0,22,2020/02/10 18:00:38
5931012257,0,62,2020/02/10 18:00:38
5931013343,3,0,2020/02/10 18:00:38
5931013389,2,48,2020/02/10 18:00:38
5931013441,0,30,2020/02/10 18:00:38
5931013478,0,64,2020/02/10 18:00:38
5931013629,37,69,2020/02/10 18:00:38
5931013692,0,60,2020/02/10 18:00:38
5931013736,32,52,2020/02/10 18:00:38
5931013781,62,70,2020/02/10 18:00:38
5931013790,18,46,2020/02/10 18:00:38
5931013825,8,0,2020/02/10 18:00:38
5931013843,0,66,2020/02/10 18:00:38
5931013852,0,85,2020/02/10 18:00:38
5931013889,0,66,2020/02/10 18:00:38
5931014028,0,96,2020/02/10 18:00:38
5931014046,0,4,2020/02/10 18:00:38
5931014055,0,12,2020/02/10 18:00:38
5931014199,0,94,2020/02/10 18:00:38
5931014206,0,78,2020/02/10 18:00:38
5931014224,0,25,2020/02/10 18:00:38
5931014439,0,22,2020/02/10 18:00:38
5931014528,24,104,2020/02/10 18:00:38
5931014537,0,40,2020/02/10 18:00:38
5931014635,12,32,2020/02/10 18:00:38
5931014699,22,76,2020/02/10 18:00:38
5931014751,128,146,2020/02/10 18:00:38
5931014822,0,46,2020/02/10 18:00:38
5931014831,0,22,2020/02/10 18:00:38
5931014868,2,64,2020/02/10 18:00:38
5931014993,0,24,2020/02/10 18:00:38
5931015061,2,54,2020/02/10 18:00:38
5931015187,8,30,2020/02/10 18:00:38
5931015301,200,52,2020/02/10 18:00:38
5931015454,0,31,2020/02/10 18:00:38
5931015605,0,10,2020/02/10 18:00:38
5931015641,0,30,2020/02/10 18:00:38
5931015687,0,26,2020/02/10 18:00:38
5931015703,0,30,2020/02/10 18:00:38
5931015749,200,50,2020/02/10 18:00:38
5931015767,52,44,2020/02/10 18:00:38
5931015829,0,32,2020/02/10 18:00:38
5931015883,2,28,2020/02/10 18:00:38
5931015909,0,68,2020/02/10 18:00:38
5931015972,0,14,2020/02/10 18:00:38
5931015981,0,60,2020/02/10 18:00:38
5931015990,0,26,2020/02/10 18:00:38
5931016004,12,114,2020/02/10 18:00:38
5931016077,0,4,2020/02/10 18:00:38
5931016111,2,0,2020/02/10 18:00:38
5931016139,0,16,2020/02/10 18:00:38
5931016219,0,20,2020/02/10 18:00:38
5931016237,0,30,2020/02/10 18:00:38
5931016273,0,6,2020/02/10 18:00:38
5931016308,0,28,2020/02/10 18:00:38
5931016317,0,12,2020/02/10 18:00:38
5931016326,0,4,2020/02/10 18:00:38
5931016433,0,12,2020/02/10 18:00:38
5931016460,0,22,2020/02/10 18:00:38
5931016504,0,78,2020/02/10 18:00:38
5931016531,0,20,2020/02/10 18:00:38
5931016540,2,26,2020/02/10 18:00:38
5931016577,0,82,2020/02/10 18:00:38
5931016586,0,10,2020/02/10 18:00:38
5931016595,0,24,2020/02/10 18:00:38
5931016611,0,58,2020/02/10 18:00:38
5931016657,0,92,2020/02/10 18:00:38
5931016675,25,27,2020/02/10 18:00:38
5931016700,0,10,2020/02/10 18:00:38
5931016719,0,12,2020/02/10 18:00:38
5931016737,10,1,2020/02/10 18:00:38
5931016755,0,10,2020/02/10 18:00:38
5931016791,2,12,2020/02/10 18:00:38
5931016808,18,54,2020/02/10 18:00:38
5931016817,0,78,2020/02/10 18:00:38
5931016880,0,24,2020/02/10 18:00:38
5931016899,0,22,2020/02/10 18:00:38
5931016915,2,0,2020/02/10 18:00:38
5931016924,80,54,2020/02/10 18:00:38
5931016960,0,88,2020/02/10 18:00:38
5931017010,0,64,2020/02/10 18:00:38
5931017029,5,77,2020/02/10 18:00:38
5931017047,6,4,2020/02/10 18:00:38
5931017056,2,64,2020/02/10 18:00:38
5931017065,0,76,2020/02/10 18:00:38
5931017083,0,122,2020/02/10 18:00:38
5931017092,0,60,2020/02/10 18:00:38
5931017136,200,50,2020/02/10 18:00:38
5931017163,9,0,2020/02/10 18:00:38
5931017172,0,73,2020/02/10 18:00:38
5931017181,0,84,2020/02/10 18:00:38
5931017190,194,52,2020/02/10 18:00:38
5931017207,15,14,2020/02/10 18:00:38
5931017216,0,42,2020/02/10 18:00:38
5931017243,0,60,2020/02/10 18:00:38
5931017261,0,68,2020/02/10 18:00:38
5931017270,15,21,2020/02/10 18:00:38
5931017289,0,6,2020/02/10 18:00:38
5931017298,0,54,2020/02/10 18:00:38
5931017305,0,2,2020/02/10 18:00:38
5931017314,0,36,2020/02/10 18:00:38
5931017323,0,114,2020/02/10 18:00:38
5931017332,0,22,2020/02/10 18:00:38
5931017341,0,6,2020/02/10 18:00:38
5931017369,0,44,2020/02/10 18:00:38
5931017387,104,41,2020/02/10 18:00:38
5931017396,0,26,2020/02/10 18:00:38
5931017403,0,96,2020/02/10 18:00:38
5931017430,6,56,2020/02/10 18:00:38
5931017449,0,18,2020/02/10 18:00:38
5931017458,2,0,2020/02/10 18:00:38
5931017476,0,96,2020/02/10 18:00:38
5931017494,0,44,2020/02/10 18:00:38
5931017501,0,42,2020/02/10 18:00:38
5931017529,0,8,2020/02/10 18:00:38
5931017547,0,28,2020/02/10 18:00:38
5931017556,0,38,2020/02/10 18:00:38
5931017574,0,6,2020/02/10 18:00:38
5931017583,2,10,2020/02/10 18:00:38
5931017592,0,16,2020/02/10 18:00:38
5931017609,200,82,2020/02/10 18:00:38
5931017618,200,52,2020/02/10 18:00:38
5931020017,22,18,2020/02/10 18:00:38
5931020133,2,4,2020/02/10 18:00:38
5931020286,0,48,2020/02/10 18:00:38
5931020320,28,70,2020/02/10 18:00:38
5931020428,0,80,2020/02/10 18:00:38
5931020446,2,16,2020/02/10 18:00:38
5931020464,0,88,2020/02/10 18:00:38
5931020473,0,54,2020/02/10 18:00:38
5931020508,22,30,2020/02/10 18:00:38
5931020562,0,54,2020/02/10 18:00:38
5931020624,0,92,2020/02/10 18:00:38
5931020633,6,48,2020/02/10 18:00:38
5931020704,2,30,2020/02/10 18:00:38
5931020740,94,76,2020/02/10 18:00:38
5931020795,0,52,2020/02/10 18:00:38
5931020820,1,3,2020/02/10 18:00:38
5931020848,0,120,2020/02/10 18:00:38
5931020866,0,52,2020/02/10 18:00:38
5931020919,0,2,2020/02/10 18:00:38
5931020964,0,16,2020/02/10 18:00:38
5931020991,0,45,2020/02/10 18:00:38
5931021014,0,14,2020/02/10 18:00:38
5931021023,32,40,2020/02/10 18:00:38
5931021167,4,21,2020/02/10 18:00:38
5931021265,38,56,2020/02/10 18:00:38
5931021283,0,50,2020/02/10 18:00:38
5931021372,0,26,2020/02/10 18:00:38
5931021416,0,14,2020/02/10 18:00:38
5931021452,0,53,2020/02/10 18:00:38
5931021532,6,8,2020/02/10 18:00:38
5931021658,206,104,2020/02/10 18:00:38
5931022931,0,24,2020/02/10 18:00:38
5931022995,0,68,2020/02/10 18:00:38
5931023018,0,96,2020/02/10 18:00:38
5931023027,0,82,2020/02/10 18:00:38
5931023036,56,22,2020/02/10 18:00:38
5931023107,4,64,2020/02/10 18:00:38
5931023116,0,44,2020/02/10 18:00:38
5931023161,4,44,2020/02/10 18:00:38
5931023198,0,96,2020/02/10 18:00:38
5931023349,0,78,2020/02/10 18:00:38
5931023401,0,4,2020/02/10 18:00:38
5931023447,4,104,2020/02/10 18:00:38
5931023527,0,66,2020/02/10 18:00:38
5931023536,1,86,2020/02/10 18:00:38
5931023563,0,6,2020/02/10 18:00:38
5931023581,2,92,2020/02/10 18:00:38
5931023625,0,58,2020/02/10 18:00:38
5931023670,0,34,2020/02/10 18:00:38
5931023732,0,42,2020/02/10 18:00:38
